id_hci,faci_name,faci_own,faci_sub_own,faci_type,sp_sw,sp_eclaims,location_id,pro,province_city,if_top100,if_top460,nonpart_hf
640135,"ADVENTIST HOSPITAL - CEBU, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,VIICEBU,VII,CEBU,,,false
950171,"ADVENTIST HOSPITAL-DAVAO, INC.",PRIVATE,CORPORATE,L2,EUROLINK | BIZBOX,BIZBOX,XIDAVAO DEL SUR,XI,DAVAO DEL SUR,,,false
290127,ADVENTIST HOSPITAL-PALAWAN INC.,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBPALAWAN,IVB,PALAWAN,,Priority,false
132226,"ADVENTIST HOSPITAL-SANTIAGO CITY, INC.",PRIVATE,CORPORATE,L2,EUROLINK | BIZBOX | PHIC,BIZBOX,IIISABELA,II,ISABELA,,,false
312926,ADVENTIST MEDICAL CENTER MANILA,PRIVATE,CORPORATE,L3,TTSI | BIZBOX,BIZBOX,NCR SOUTHPASAY CITY,NCR SOUTH,PASAY CITY,,Priority,false
880130,"ADVENTIST MEDICAL CENTER- ILIGAN CITY, INC.",PRIVATE,CORPORATE,L2,KAISER | COMLOGIK,COMLOGIK,XLANAO DEL NORTE,X,LANAO DEL NORTE,,Priority,false
820149,"ADVENTIST MEDICAL CENTER- VALENCIA CITY, INC.",PRIVATE,CORPORATE,L2,EUROLINK | CEREBRO,CEREBRO,XBUKIDNON,X,BUKIDNON,,,false
600126,"ADVENTIST MEDICAL CENTER-BACOLOD, INC.",PRIVATE,CORPORATE,L3,EUROLINK | BIZBOX,BIZBOX,VINEGROS OCCIDENTAL,VI,NEGROS OCCIDENTAL,,Priority,false
272029,ADVENTIST UNIVERSITY OF THE PHILIPPINES HEALTH SERVICE,PRIVATE,CORPORATE,INF,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
160201,AGLIPAY DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH | BIZBOX | PHIC,BIZBOX,IIQUIRINO,II,QUIRINO,,,false
490126,AGO GENERAL HOSPITAL,PRIVATE,CORPORATE,L1,EUROLINK | COMLOGIK,EKONSULTA,VALBAY,V,ALBAY,,,false
050727,AGOO FAMILY HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,BIZBOX,BIZBOX,ILA UNION,I,LA UNION,,,false
120801,AGUINALDO PEOPLE'S HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,CARIFUGAO,CAR,IFUGAO,,,false
800104,AGUSAN DEL NORTE PROVINCIAL HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,IHOMIS+,CARAGAAGUSAN DEL NORTE,CARAGA,AGUSAN DEL NORTE,,Priority,false
200401,AIR FORCE CITY HOSPITAL,GOVERNMENT,DND,L1,BIZBOX,BIZBOX,IIIAPAMPANGA,IIIA,PAMPANGA,,,false
312701,AIR FORCE GENERAL HOSPITAL,GOVERNMENT,DND,L2,DOH,DOH,NCR SOUTHPASAY CITY,NCR SOUTH,PASAY CITY,,,false
782441,"AISAH MEDICAL HOSPITAL, OPC",PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IXZAMBOANGA DEL SUR,IX,ZAMBOANGA DEL SUR,,Priority,false
550128,AKLAN COOPERATIVE MISSION HOSPITAL,PRIVATE,COOPERATIVE,L1,BIZBOX,BIZBOX,VIAKLAN,VI,AKLAN,,,false
941030,ALABA EMERGENCY CLINIC & HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,MEDILINK,MEDILINK,XIDAVAO DE ORO,XI,DAVAO DE ORO,,,false
312436,ALABANG MEDICAL CENTER,PRIVATE,CORPORATE,L1,MEDILINK | COMLOGIK,COMLOGIK,NCR SOUTHMUNTINLUPA CITY,NCR SOUTH,MUNTINLUPA CITY,,,false
312432,ALABANG MEDICAL CLINIC,PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,NCR SOUTHMUNTINLUPA CITY,NCR SOUTH,MUNTINLUPA CITY,,,false
311534,ALABANG MEDICAL CLINIC - LAS PIÑAS BRANCH,PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,NCR SOUTHLAS PIÑAS CITY,NCR SOUTH,LAS PIÑAS CITY,,,false
312433,ALABANG MEDICAL CLINIC - MUNTINLUPA BRANCH,PRIVATE,CORPORATE,L1,MEDILINK,MEDILINK,NCR SOUTHMUNTINLUPA CITY,NCR SOUTH,MUNTINLUPA CITY,,,false
930107,ALAMADA PROVINCIAL COMMUNITY HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,XIINORTH COTABATO,XII,NORTH COTABATO,,,false
070926,"ALAMINOS DOCTORS HOSPITAL, INC.",PRIVATE,CORPORATE,L1,EUROLINK | BIZBOX,BIZBOX,IPANGASINAN,I,PANGASINAN,,,false
Z03486,ALAN L. ADLAWAN INFIRMARY CLINIC,GOVERNMENT,LGU,INF,DOH,DOH,VIICEBU,VII,CEBU,,,true
490439,"ALBAY DOCTORS' HOSPITAL, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,VALBAY,V,ALBAY,,,false
701301,ALBINO M. DURAN MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,VIIIEASTERN SAMAR,VIII,EASTERN SAMAR,,,false
851201,ALBOR DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,CARAGASURIGAO DEL NORTE,CARAGA,SURIGAO DEL NORTE,,,false
110201,ALCALA MUNICIPAL HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH | PHIC,DOH,IICAGAYAN,II,CAGAYAN,,,false
590301,ALEOSAN DISTRICT HOSPITAL (ILOILO),GOVERNMENT,PROVINCIAL,L1,EUROLINK | DOH,DOH,VIILOILO,VI,ILOILO,,Priority,false
931501,ALEOSAN DISTRICT HOSPITAL (NORTH COTABATO),GOVERNMENT,PROVINCIAL,L1,DOH,DOH,XIINORTH COTABATO,XII,NORTH COTABATO,,,false
112402,ALFONSO PONCE ENRILE MEMORIAL DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH | PHIC,DOH,IICAGAYAN,II,CAGAYAN,,,false
313042,ALFONSO SPECIALIST HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,TTSI,TTSI,NCR SOUTHPASIG CITY,NCR SOUTH,PASIG CITY,,,false
601901,ALFREDO E. MARAÑON SR. MEMORIAL DISTRICT HOSPITAL,GOVERNMENT,LGU,L1,DOH,DOH,VINEGROS OCCIDENTAL,VI,NEGROS OCCIDENTAL,,Priority,false
Z12962,ALICIA COMMUNITY HOSPITAL,GOVERNMENT,LGU,INF,BIZBOX,EKONSULTA,IIISABELA,II,ISABELA,,,true
780201,ALICIA DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,IXZAMBOANGA SIBUGAY,IX,ZAMBOANGA SIBUGAY,,,false
970835,"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC.",PRIVATE,CORPORATE,L2,MEDILINK | COMLOGIK,COMLOGIK,XIISOUTH COTABATO,XII,SOUTH COTABATO,,Priority,false
Z07210,"ALLEGIANT REGIONAL CARE HOSPITALS, INC.",PRIVATE,CORPORATE,L2,COMLOGIK | KAISER | BIZBOX,BIZBOX,VIICEBU,VII,CEBU,,,false
720101,ALLEN DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,VIIINORTHERN SAMAR,VIII,NORTHERN SAMAR,,Priority,false
Z07657,"ALLIED CARE EXPERTS (ACE) DUMAGUETE DOCTORS, INC.",PRIVATE,CORPORATE,L2,EUROLINK | STASH PH,STASH PH,VIINEGROS ORIENTAL,VII,NEGROS ORIENTAL,,Priority,false
Z10174,"ALLIED CARE EXPERTS (ACE) MALOLOS DOCTORS, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IIIBBULACAN,IIIB,BULACAN,,,false
Z09448,ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - BAYAWAN INC.,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,VIINEGROS ORIENTAL,VII,NEGROS ORIENTAL,,,false
Z12258,ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - BUTUAN CITY,PRIVATE,CORPORATE,L2,STASH PH,STASH PH,CARAGAAGUSAN DEL NORTE,CARAGA,AGUSAN DEL NORTE,,,false
Z12561,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - PANGASINAN, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IPANGASINAN,I,PANGASINAN,,,false
Z06296,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - QUEZON CITY, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR CENTRALQUEZON CITY,NCR CENTRAL,QUEZON CITY,,,false
Z07656,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - TACLOBAN, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,VIIILEYTE,VIII,LEYTE,,,false
Z08432,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER CEBU,INC",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,VIICEBU,VII,CEBU,,,false
Z13782,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER MANDALUYONG, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR NORTHMANDALUYONG CITY,NCR NORTH,MANDALUYONG CITY,,,true
Z04323,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER VALENZUELA, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR NORTHVALENZUELA CITY,NCR NORTH,VALENZUELA CITY,,Priority,false
Z07306,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER- BOHOL, INC.",PRIVATE,CORPORATE,L2,COMLOGIK | STASH PH,STASH PH,VIIBOHOL,VII,BOHOL,,Priority,false
Z12173,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER- CAGAYAN DE ORO, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,XMISAMIS ORIENTAL,X,MISAMIS ORIENTAL,,,false
Z04447,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-BALIWAG, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IIIBBULACAN,IIIB,BULACAN,,,false
220144,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-BAYPOINTE, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IIIAZAMBALES,IIIA,ZAMBALES,,,false
Z10829,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-LEGAZPI, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,VALBAY,V,ALBAY,,,false
Z10097,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-PALAWAN, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVBPALAWAN,IVB,PALAWAN,,,false
Z05733,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-PATEROS, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR SOUTHPATEROS,NCR SOUTH,PATEROS,,,false
Z13379,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-TUGUEGARAO, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IICAGAYAN,II,CAGAYAN,,,true
140131,ALMORA GENERAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,EUROLINK | BIZBOX,BIZBOX,CARKALINGA,CAR,KALINGA,,Priority,false
950169,"ALTERADO GENERAL HOSPITAL, INC.",PRIVATE,CORPORATE,L2,EUROLINK,EKONSULTA,XIDAVAO DEL SUR,XI,DAVAO DEL SUR,,,false
900101,AMAI PAKPAK MEDICAL CENTER,GOVERNMENT,DOH,L3,SEGWORKS,SEGWORKS,BARMMLANAO DEL SUR,BARMM,LANAO DEL SUR,Top 100 HFs,Priority,false
312102,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,GOVERNMENT,DOH,L3,BIZBOX,EMEDKON,NCR CENTRALMARIKINA CITY,NCR CENTRAL,MARIKINA CITY,Top 100 HFs,Priority,false
651501,AMIO COMMUNITY PRIMARY HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,VIINEGROS ORIENTAL,VII,NEGROS ORIENTAL,,,false
141102,AMMA JADSAC DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,IHOMIS+,CARAPAYAO,CAR,APAYAO,,,false
643331,AMOSUP SEAMEN'S HOSPITAL CEBU,PRIVATE,CORPORATE,L2,BIZBOX | KAISER,KAISER,VIICEBU,VII,CEBU,,,false
Z13533,AMSI DOCTORS' MEDICAL CENTER INC.,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,IVALAGUNA,IVA,LAGUNA,,,true
740701,ANAHAWAN DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,VIIISOUTHERN LEYTE,VIII,SOUTHERN LEYTE,,,false
060301,ANASTACIA RAFAEL SAGEL MEMORIAL HOSPITAL,GOVERNMENT,LGU,INF,DOH,DOH,CARMOUNTAIN PROVINCE,CAR,MOUNTAIN PROVINCE,,,false
950164,"ANDA RIVERVIEW MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,MEDILINK,MEDILINK,XIDAVAO DEL SUR,XI,DAVAO DEL SUR,,,false
880227,ANDOT MEDICAL CLINIC,PRIVATE,SINGLE PROPRIETORSHIP,L1,BIZBOX,BIZBOX,XLANAO DEL NORTE,X,LANAO DEL NORTE,,,false
861626,ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,PRIVATE,COOPERATIVE,L2,BIZBOX | COMLOGIK,COMLOGIK,CARAGASURIGAO DEL SUR,CARAGA,SURIGAO DEL SUR,,Priority,false
933039,ANECITO T. PESANTE SR. MEMORIAL HOSPITAL CO.,PRIVATE,PARTNERSHIP,L2,EUROLINK,EUROLINK,XIINORTH COTABATO,XII,NORTH COTABATO,,Priority,false
Z12095,ANGADANAN INTEGRATED COMMUNITY HOSPITAL,GOVERNMENT,LGU,INF,BIZBOX,BIZBOX,IIISABELA,II,ISABELA,,,false
560102,ANGEL SALAZAR MEMORIAL GENERAL HOSPITAL,GOVERNMENT,PROVINCIAL,L2,DOH | EMED,DOH,VIANTIQUE,VI,ANTIQUE,Top 100 HFs,Priority,false
201726,"ANGELES MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,EUROLINK | COMLOGIK,COMLOGIK,IIIAPAMPANGA,IIIA,PAMPANGA,,Priority,false
201747,"ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L3,KAISER,KAISER,IIIAPAMPANGA,IIIA,PAMPANGA,,Priority,false
310228,ANGONO MEDICS HOSPITAL,PRIVATE,CORPORATE,L1,EUROLINK,EUROLINK,NCR CENTRALRIZAL,NCR CENTRAL,RIZAL,,,false
Z10370,ANNAH KALIYAH BAAC HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,BIZBOX,BIZBOX,CARKALINGA,CAR,KALINGA,,,false
932227,"ANTIPAS MEDICAL SPECIALISTS HOSPITAL, INC.",PRIVATE,CORPORATE,L1,EUROLINK | MEDMATRIX,EUROLINK,XIINORTH COTABATO,XII,NORTH COTABATO,,,false
Z12539,ANTIPOLO CENTRO DE MEDIKAL HOSPITAL INC.,PRIVATE,CORPORATE,L1,EUROLINK,EUROLINK,NCR CENTRALRIZAL,NCR CENTRAL,RIZAL,,,false
Z05548,ANTIPOLO CITY HOSPITAL SYSTEM - CABADING,GOVERNMENT,LGU,L1,DOH,DOH,NCR CENTRALRIZAL,NCR CENTRAL,RIZAL,,,false
Z07535,ANTIPOLO CITY HOSPITAL SYSTEM IV - MAMBUGAN,GOVERNMENT,LGU,L1,DOH,DOH,NCR CENTRALRIZAL,NCR CENTRAL,RIZAL,,Priority,false
310333,ANTIPOLO DOCTORS HOSPITAL,PRIVATE,CORPORATE,L1,EUROLINK,EUROLINK,NCR CENTRALRIZAL,NCR CENTRAL,RIZAL,,,false
LX0106,"ANTIQUE MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,TTSI,ST PAUL,VIANTIQUE,VI,ANTIQUE,,,false
932142,ANULAO ST. MICHAEL MEDICAL CLINIC AND HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,EUROLINK | CEREBRO,CEREBRO,XIINORTH COTABATO,XII,NORTH COTABATO,,,false
422101,APACIBLE MEMORIAL DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,IVBBATANGAS,IVB,BATANGAS,,,false
202329,APALIT DOCTOR'S HOSPITAL INC.,PRIVATE,CORPORATE,L1,EUROLINK | COMLOGIK,COMLOGIK,IIIAPAMPANGA,IIIA,PAMPANGA,,,false
111801,APARRI PROVINCIAL HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH | PHIC,DOH,IICAGAYAN,II,CAGAYAN,,Priority,false
Z06377,APAYAO CAGAYAN MEDICAL CENTER INC.,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IICAGAYAN,II,CAGAYAN,,,false
140302,APAYAO DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,CARAPAYAO,CAR,APAYAO,,,false
140501,APAYAO PROVINCIAL HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,CARAPAYAO,CAR,APAYAO,,,false
Z11405,ARACELI-DUMARAN DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,IHOMIS,IVBPALAWAN,IVB,PALAWAN,,,false
930105,ARAKAN VALLEY DISTRICT HOSPITAL,GOVERNMENT,LGU,INF,DOH,DOH,XIINORTH COTABATO,XII,NORTH COTABATO,,Priority,false
200227,ARAYAT DOCTORS HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,EUROLINK | BIZBOX,BIZBOX,IIIAPAMPANGA,IIIA,PAMPANGA,,,false
311605,ARMY GENERAL HOSPITAL,GOVERNMENT,DND,L1,DOH,DOH,NCR SOUTHTAGUIG CITY,NCR SOUTH,TAGUIG CITY,,,false
313803,"ARMY STATION HOSPITAL, 2ND INFANTRY DIVISION, PHILIPPINE ARMY",GOVERNMENT,DND,INF,DOH,DOH,NCR CENTRALRIZAL,NCR CENTRAL,RIZAL,,,false
510201,AROROY MUNICIPAL HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,VMASBATE,V,MASBATE,,,false
701101,ARTECHE DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,VIIIEASTERN SAMAR,VIII,EASTERN SAMAR,,,false
202327,ASCCOM MEDICAL CENTER,PRIVATE,FOUNDATION,L1,EUROLINK | COMLOGIK,COMLOGIK,IIIAPAMPANGA,IIIA,PAMPANGA,,,false
880933,ASENTISTA DOCTORS HOSPITAL AND LABORATORY,PRIVATE,SINGLE PROPRIETORSHIP,L1,EUROLINK,EUROLINK,XLANAO DEL NORTE,X,LANAO DEL NORTE,,,false
270830,ASIA MEDIC FAMILY HOSPITAL AND MEDICAL CENTER,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
Z13052,ASIA PACIFIC MEDICAL CENTER (APMC) - AKLAN INC.,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,VIAKLAN,VI,AKLAN,,,false
Z13042,"ASIA PACIFIC MEDICAL CENTER-ILOILO, INC.",PRIVATE,CORPORATE,L2,EUROLINK,EUROLINK,VIILOILO,VI,ILOILO,,,false
312439,"ASIAN HOSPITAL, INC.",PRIVATE,CORPORATE,L3,MEDILINK,MEDILINK,NCR SOUTHMUNTINLUPA CITY,NCR SOUTH,MUNTINLUPA CITY,Top 100 HFs,Priority,false
951327,ASILO HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,BIZBOX,BIZBOX,XIDAVAO DEL SUR,XI,DAVAO DEL SUR,,,false
071101,ASINGAN COMMUNITY HOSPITAL,GOVERNMENT,PROVINCIAL,L1,EUROLINK,EXAKT,IPANGASINAN,I,PANGASINAN,,,false
Z10168,ASSUMPTA FAMILY HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,L1,COMLOGIK,COMLOGIK,CARABRA,CAR,ABRA,,,false
Z07323,"ASSUMPTION SPECIALTY HOSPITAL AND MEDICAL CENTER, INC.",PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,NCR CENTRALRIZAL,NCR CENTRAL,RIZAL,,,false
020201,ATOK DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,CARBENGUET,CAR,BENGUET,,,false
970130,AUGUIS CLINIC AND HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,EUROLINK,EUROLINK,XIISOUTH COTABATO,XII,SOUTH COTABATO,,,false
Z04946,"AURORA COMMUNITY AND EMERGENCY (ACE) HOSPITAL, INC.",PRIVATE,CORPORATE,INF,TTSI,TTSI,IXZAMBOANGA DEL SUR,IX,ZAMBOANGA DEL SUR,,,false
360101,AURORA MEMORIAL HOSPITAL,GOVERNMENT,PROVINCIAL,L1,EUROLINK,EUROLINK,IIIBAURORA,IIIB,AURORA,,,false
Z07550,AWUYON COMMUNITY MUNICIPAL HOSPITAL,GOVERNMENT,LGU,INF,BIZBOX,BIZBOX,XIDAVAO ORIENTAL,XI,DAVAO ORIENTAL,,,false
932228,BABOL GENERAL HOSPITAL,PRIVATE,SINGLE PROPRIETORSHIP,INF,MEDILINK,MEDILINK,XIINORTH COTABATO,XII,NORTH COTABATO,,,false
Z05779,BACALSO MEDICAL SERVICES INC.,PRIVATE,CORPORATE,INF,EUROLINK,EUROLINK,VIICEBU,VII,CEBU,,,false
050201,BACNOTAN DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,ILA UNION,I,LA UNION,,,false
Z07348,BACOLOD QUEEN OF MERCY HOSPITAL,PRIVATE,CORPORATE,L2,BIZBOX,BIZBOX,VINEGROS OCCIDENTAL,VI,NEGROS OCCIDENTAL,,Priority,false
Z00676,BACOOR DOCTORS MEDICAL CENTER,PRIVATE,CORPORATE,L1,EUROLINK | BIZBOX,BIZBOX,IVACAVITE,IVA,CAVITE,,,false
640801,BADIAN DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,IHOMIS+,VIICEBU,VII,CEBU,,,false
190201,BAGAC COMMUNITY & MEDICARE HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,IHOMIS+,IIIABATAAN,IIIA,BATAAN,,,false
110501,BAGGAO DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH | PHIC,DOH,IICAGAYAN,II,CAGAYAN,,,false
602601,BAGO CITY HOSPITAL,GOVERNMENT,LGU,L1,BIZBOX | DOH,DOH,VINEGROS OCCIDENTAL,VI,NEGROS OCCIDENTAL,,,false
020101,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,GOVERNMENT,DOH,L3,DOH,DOH,CARBENGUET,CAR,BENGUET,Top 100 HFs,Priority,false
020126,BAGUIO MEDICAL CENTER,PRIVATE,CORPORATE,L1,EUROLINK | COMLOGIK,COMLOGIK,CARBENGUET,CAR,BENGUET,,,false
Z12331,BAGUMBAYAN INFIRMARY,GOVERNMENT,LGU,INF,BIZBOX,BIZBOX,XIISULTAN KUDARAT,XII,SULTAN KUDARAT,,,false
571003,BAILAN DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,VICAPIZ,VI,CAPIZ,,Priority,false
652301,BAIS DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,INF,DOH,DOH,VIINEGROS ORIENTAL,VII,NEGROS ORIENTAL,,,false
Z13308,BALABAC DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,INF,,,IVBPALAWAN,IVB,PALAWAN,,,true
Z09730,BALAIS DOCTORS INFIRMARY,PRIVATE,SINGLE PROPRIETORSHIP,INF,TTSI,TTSI,VIIILEYTE,VIII,LEYTE,,,false
Z09668,BALANGA MEDICAL CENTER (BMCC) CORPORATION,PRIVATE,CORPORATE,L1,BIZBOX,BIZBOX,IIIABATAAN,IIIA,BATAAN,,,false
051101,BALAOAN DISTRICT HOSPITAL,GOVERNMENT,PROVINCIAL,L1,DOH,DOH,ILA UNION,I,LA UNION,,,false
LX0004,BALAYAN BAYVIEW HOSPITAL AND MEDICAL CENTER,PRIVATE,CORPORATE,L1,TOPAZ | BIZBOX,BIZBOX,IVBBATANGAS,IVB,BATANGAS,,,false
